nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;242242;"23 Barang Galian Bukan Logam"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;1801;"24 Logam Dasar"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;67825;"25 Barang Logam, Bukan Mesin dan Peralatannya "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;224;"26 Komputer, Barang Elektronik dan Optik "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;32;"27 Peralatan Listrik"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;1265;"28 Mesin dan Perlengkapan ytdl"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;1530;"29 Kendaraan Bermotor, Trailer dan Semi Trailer"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;5546;"30 Alat Angkutan Lainnya"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;122182;"31 Furnitur "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;73274;"32 Pengolahan Lainnya "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;8467;"33 Jasa Reparasi dan Pemasangan Mesin dan Peralatan "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;-;
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2014;Tahun;3220563;JUMLAH
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;73066;"10 Makanan "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;1401;"11 Minuman "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;21590;"12 Pengolahan Tembakau "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;12246;"13 Tekstil "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;50165;"14 Pakaian Jadi"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;12477;"15 Kulit, Barang dari Kulit dan Alas Kaki"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;20729;"16 Kayu, Gabus (Tidak Termasuk Furnitur) dan Anyaman dari Bambu, Rotan dsj"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;1160;"17 Kertas dan Barang dari Kertas"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;8295;"18 Pencetakan dan Reproduksi Media Rekaman "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;-;"19 Produk dari Batu Bara dan Pengilangan Minyak Bumi "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;1813;"20 Bahan Kimia dan Barang dari Bahan Kimia "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;238;"21 Farmasi, Produk Obat Kimia dan Obat Tradisional "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;2790;"22 Karet, Barang dari Karet dan Plastik "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;33324;"23 Barang Galian Bukan Logam"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;146;"24 Logam Dasar"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;12749;"25 Barang Logam, Bukan Mesin dan Peralatannya "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;134;"26 Komputer, Barang Elektronik dan Optik "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;220;"27 Peralatan Listrik"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;394;"28 Mesin dan Perlengkapan ytdl"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;2042;"29 Kendaraan Bermotor, Trailer dan Semi Trailer"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;903;"30 Alat Angkutan Lainnya"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;19475;"31 Furnitur "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;9031;"32 Pengolahan Lainnya "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;113;"33 Jasa Reparasi dan Pemasangan Mesin dan Peralatan "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;-;
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2014;Tahun;284501;JUMLAH
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;1473205;"10 Makanan "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;45922;"11 Minuman "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;43371;"12 Pengolahan Tembakau "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;127245;"13 Tekstil "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;360622;"14 Pakaian Jadi"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;32136;"15 Kulit, Barang dari Kulit dan Alas Kaki"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;674970;"16 Kayu, Gabus (Tidak Termasuk Furnitur) dan Anyaman dari Bambu, Rotan dsj"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;4633;"17 Kertas dan Barang dari Kertas"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;20025;"18 Pencetakan dan Reproduksi Media Rekaman "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;-;"19 Produk dari Batu Bara dan Pengilangan Minyak Bumi "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;20081;"20 Bahan Kimia dan Barang dari Bahan Kimia "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;4464;"21 Farmasi, Produk Obat Kimia dan Obat Tradisional "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;10155;"22 Karet, Barang dari Karet dan Plastik "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;234762;"23 Barang Galian Bukan Logam"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;31122;"24 Logam Dasar"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;99046;"25 Barang Logam, Bukan Mesin dan Peralatannya "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;46;"26 Komputer, Barang Elektronik dan Optik "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;162;"27 Peralatan Listrik"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;952;"28 Mesin dan Perlengkapan ytdl"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;1700;"29 Kendaraan Bermotor, Trailer dan Semi Trailer"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;4076;"30 Alat Angkutan Lainnya"
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;117901;"31 Furnitur "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;73002;"32 Pengolahan Lainnya "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;6253;"33 Jasa Reparasi dan Pemasangan Mesin dan Peralatan "
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;-;
"Jumlah Perusahaan Menurut 2-digit KBLI";Mikro;2015;Tahun;3385851;JUMLAH
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;93814;"10 Makanan "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;1208;"11 Minuman "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;19750;"12 Pengolahan Tembakau "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;4188;"13 Tekstil "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;46601;"14 Pakaian Jadi"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;12686;"15 Kulit, Barang dari Kulit dan Alas Kaki"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;19954;"16 Kayu, Gabus (Tidak Termasuk Furnitur) dan Anyaman dari Bambu, Rotan dsj"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;1096;"17 Kertas dan Barang dari Kertas"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;5330;"18 Pencetakan dan Reproduksi Media Rekaman "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;-;"19 Produk dari Batu Bara dan Pengilangan Minyak Bumi "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;1558;"20 Bahan Kimia dan Barang dari Bahan Kimia "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;526;"21 Farmasi, Produk Obat Kimia dan Obat Tradisional "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;492;"22 Karet, Barang dari Karet dan Plastik "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;29758;"23 Barang Galian Bukan Logam"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;461;"24 Logam Dasar"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;13990;"25 Barang Logam, Bukan Mesin dan Peralatannya "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;260;"26 Komputer, Barang Elektronik dan Optik "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;54;"27 Peralatan Listrik"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;258;"28 Mesin dan Perlengkapan ytdl"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;666;"29 Kendaraan Bermotor, Trailer dan Semi Trailer"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;972;"30 Alat Angkutan Lainnya"
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;20699;"31 Furnitur "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;8123;"32 Pengolahan Lainnya "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;578;"33 Jasa Reparasi dan Pemasangan Mesin dan Peralatan "
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;-;
"Jumlah Perusahaan Menurut 2-digit KBLI";Kecil;2015;Tahun;283022;JUMLAH
